sp_id	latitude	longitude
517666337	44.0889931	-105.7113001
517666160	44.3025230	-105.5480601
514675662	44.0902489	-103.2017837
517667708	44.3349221	-105.4849200
517667472	44.2687130	-105.4987901
517668500	44.2323330	-105.4253102
517667024	44.2974430	-105.5206801
517666126	44.2980230	-105.5284701
517666734	44.2780080	-105.5030911
517661535	43.7584559	-105.4884554
517667108	44.2829130	-105.4973101
517666369	44.2406030	-105.5405901
517666865	44.2900630	-105.5028701
517666378	44.2670030	-105.5369901
517666823	44.2913930	-105.4970901
517668241	44.2304730	-105.4272002
517669054	44.1859930	-105.1667102
517666916	44.2935630	-105.5035301
517667361	44.2768030	-105.5075701
517668300	44.2931430	-105.4555702
517666339	44.2391131	-105.7143201
517666617	44.2931550	-105.5040941
517666452	44.2884730	-105.5556501
503226353	40.0583865	-104.8084549
517666442	44.2677630	-105.5304001
517667467	44.2662030	-105.5190901
517667715	44.2853030	-105.4848301
503226753	40.0026435	-104.8128209
517667638	44.2767440	-105.4883391
517667469	44.2696930	-105.5151801
517415587	41.1379134	-104.8182308
517669068	44.4261430	-105.1890302
517667487	44.2657830	-105.5172401
517667857	44.2857230	-105.4872201
517667525	44.2663330	-105.5128201
517667080	44.3254630	-105.5143601
517667399	44.2584430	-105.5182001
517666858	44.2899330	-105.5155001
517666975	44.2903630	-105.5034901
517668369	44.2603130	-105.4905302
517661545	43.9624631	-105.4398902
517661093	43.8418740	-104.1686865
517499165	42.7651432	-105.3822004
503226316	40.0506015	-104.8105429
517668485	44.2911830	-105.4573702
517666256	44.3250530	-105.5277201
517788739	44.9236690	-105.6514581
517668422	44.2478430	-105.4826602
517661580	43.7512031	-105.4808102
517661601	43.7486131	-105.4880002
517667004	44.3033830	-105.5208701
517666321	44.2528030	-105.5628301
517667135	44.2896430	-105.5034801
517667722	44.2915430	-105.4932301
517665988	44.3472100	-105.5322641
517666567	44.2901320	-105.5024051
517666081	44.2964330	-105.5458801
517667397	44.2696630	-105.4991501
517666682	44.2929440	-105.5040901
517666557	44.2556330	-105.5555901
517667821	44.2915430	-105.4932301
517666594	44.2901260	-105.5123601
517668050	44.2982430	-105.4876501
517667900	44.2894730	-105.4925601
517666420	44.2857630	-105.5523201
507069081	29.8727646	-90.0860754
517668224	44.2371630	-105.4840102
517666363	44.2735030	-105.5254301
517661538	43.7584559	-105.4884554
517667210	44.2936930	-105.5044501
517666313	44.2591930	-105.5442501
517667408	44.2794230	-105.5077201
517668235	44.2768230	-105.4931601
517667115	44.3217830	-105.5206001
517666237	44.3307730	-105.5275601
517667834	44.2825530	-105.4930601
517666686	44.2911850	-105.5040241
517666501	44.2824630	-105.5453201
